,Address,Result,zksync_score,zksync_num_transactions,zksync_first_funder,zksync_first_funder_amount,zksync_first_funder_timestamp,ethereum_activity_score,ethereum_activity_num_transactions,ethereum_activity_first_funder,ethereum_activity_first_funder_amount,ethereum_activity_first_funder_timestamp,optimism_score,optimism_num_transactions,optimism_first_funder,optimism_first_funder_amount,optimism_first_funder_timestamp,polygon_score,polygon_num_transactions,polygon_first_funder,polygon_first_funder_amount,polygon_first_funder_timestamp,arbitrum_score,arbitrum_num_transactions,arbitrum_first_funder,arbitrum_first_funder_amount,arbitrum_first_funder_timestamp,aggregate_score,aggregate_num_transactions,aggregate_first_funder,aggregate_first_funder_amount,aggregate_first_funder_timestamp,L2_transactions,total_transactions
890,0x4189156ffc09EEA94800865290A2dc7FC03f328E,"{'models': {'zksync': {'score': 94, 'num_transactions': 142, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 8, 'num_transactions': 10, 'first_funder': None, 'first_funder_amount': None, 'first_funder_timestamp': None}, 'optimism': {'score': 0, 'num_transactions': 291, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 309, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 143, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 3, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",94,142,,0.0,,8,10,,,,0,291,,0.0,,1,309,,0.0,,0,143,,0.0,,3.0,0,,0.0,,885,895
891,0x41C7da9e0B4D08bA84E0DAe15F72e60Ce67D6C45,"{'models': {'zksync': {'score': 96, 'num_transactions': 153, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 10, 'first_funder': '0xa7efae728d2936e78bda97dc267687568dd593f3', 'first_funder_amount': 0.021754, 'first_funder_timestamp': '2024-04-01 11:43:23+00:00'}, 'optimism': {'score': 1, 'num_transactions': 288, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 4, 'num_transactions': 261, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 126, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",96,153,,0.0,,0,10,0xa7efae728d2936e78bda97dc267687568dd593f3,0.021754,2024-04-01 11:43:23+00:00,1,288,,0.0,,4,261,,0.0,,1,126,,0.0,,1.0,0,,0.0,,828,838
892,0x41Cceb5F583C367227E44219862C6c45abC9A161,"{'models': {'zksync': {'score': 99, 'num_transactions': 159, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 1, 'num_transactions': 9, 'first_funder': '0x56eddb7aa87536c09ccc2793473599fd21a8b17f', 'first_funder_amount': 0.1100222, 'first_funder_timestamp': '2023-09-07 04:31:23+00:00'}, 'optimism': {'score': 2, 'num_transactions': 279, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 4, 'num_transactions': 248, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 186, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,159,,0.0,,1,9,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0.1100222,2023-09-07 04:31:23+00:00,2,279,,0.0,,4,248,,0.0,,1,186,,0.0,,1.0,0,,0.0,,872,881
893,0x41d0240f2ff5cA91eFE863F0AB409e33b8d6be20,"{'models': {'zksync': {'score': 97, 'num_transactions': 726, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 150, 'first_funder': '0xa7efae728d2936e78bda97dc267687568dd593f3', 'first_funder_amount': 0.43495059, 'first_funder_timestamp': '2023-10-16 22:57:35+00:00'}, 'optimism': {'score': 2, 'num_transactions': 1315, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 1989, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 4, 'num_transactions': 1960, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 2, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",97,726,,0.0,,0,150,0xa7efae728d2936e78bda97dc267687568dd593f3,0.43495059,2023-10-16 22:57:35+00:00,2,1315,,0.0,,2,1989,,0.0,,4,1960,,0.0,,2.0,0,,0.0,,5990,6140
894,0x41DDF2c6d7BB961f7Aa7f76409732f55B411BcEe,"{'models': {'zksync': {'score': 92, 'num_transactions': 165, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 175, 'first_funder': '0xfd5250977d6d6b48789aea0cff78580796336bf2', 'first_funder_amount': 0.001, 'first_funder_timestamp': '2021-08-20 07:06:34+00:00'}, 'optimism': {'score': 0, 'num_transactions': 305, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 1547, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 400, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",92,165,,0.0,,0,175,0xfd5250977d6d6b48789aea0cff78580796336bf2,0.001,2021-08-20 07:06:34+00:00,0,305,,0.0,,1,1547,,0.0,,1,400,,0.0,,1.0,0,,0.0,,2417,2592
895,0x41fd4Dc886e50Fa1563adE8B358522db5231d232,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 4, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,1,,0.0,,0,4,,0.0,,,0,,0.0,,5,5
896,0x42018892168dC4d955b6ce25CEB8C9709538C418,"{'models': {'zksync': {'score': 99, 'num_transactions': 1257, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 858, 'first_funder': '0x4976a4a02f38326660d17bf34b431dc6e2eb2327', 'first_funder_amount': 0.7128844, 'first_funder_timestamp': '2022-04-06 22:05:48+00:00'}, 'optimism': {'score': 4, 'num_transactions': 1298, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1771, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 1566, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 2, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,1257,,0.0,,0,858,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0.7128844,2022-04-06 22:05:48+00:00,4,1298,,0.0,,0,1771,,0.0,,1,1566,,0.0,,2.0,0,,0.0,,5892,6750
897,0x4221eE1D17ec6faceCcAa0803AbbFc2512848c8d,"{'models': {'zksync': {'score': 100, 'num_transactions': 206, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 43, 'num_transactions': 1880, 'first_funder': '0x87cbc48075d7aa1760ac71c41e8bc289b6a31f56', 'first_funder_amount': 0.2180722, 'first_funder_timestamp': '2023-08-07 12:47:23+00:00'}, 'optimism': {'score': 48, 'num_transactions': 1212, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 1494, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 1392, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 18, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",100,206,,0.0,,43,1880,0x87cbc48075d7aa1760ac71c41e8bc289b6a31f56,0.2180722,2023-08-07 12:47:23+00:00,48,1212,,0.0,,1,1494,,0.0,,1,1392,,0.0,,18.0,0,,0.0,,4304,6184
898,0x422E971045DC26a3ddb4b0c4356F721E98857ceb,"{'models': {'zksync': {'score': 0, 'num_transactions': 5, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 45, 'first_funder': '0x181f9b2e318efd50fc2e7b7a7a38aca81066f2ee', 'first_funder_amount': 0.008725139436855, 'first_funder_timestamp': '2024-01-23 07:58:23+00:00'}, 'optimism': {'score': 31, 'num_transactions': 65, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1785, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 3, 'num_transactions': 263, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 2, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,5,,0.0,,0,45,0x181f9b2e318efd50fc2e7b7a7a38aca81066f2ee,0.008725139436855,2024-01-23 07:58:23+00:00,31,65,,0.0,,0,1785,,0.0,,3,263,,0.0,,2.0,0,,0.0,,2118,2163
899,0x4233b92C4C797895673873866EBC6Cb08dfb92d0,"{'models': {'zksync': {'score': 98, 'num_transactions': 268, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 13, 'first_funder': '0x56eddb7aa87536c09ccc2793473599fd21a8b17f', 'first_funder_amount': 0.12107297, 'first_funder_timestamp': '2023-09-06 19:50:11+00:00'}, 'optimism': {'score': 0, 'num_transactions': 257, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 303, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 105, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",98,268,,0.0,,0,13,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0.12107297,2023-09-06 19:50:11+00:00,0,257,,0.0,,2,303,,0.0,,1,105,,0.0,,1.0,0,,0.0,,933,946
900,0x4233CC6A25dAAcBFD630508fc2decf951df57d22,"{'models': {'zksync': {'score': 87, 'num_transactions': 99, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 95, 'first_funder': '0xc098b2a3aa256d2140208c3de6543aaef5cd3a94', 'first_funder_amount': 0.00590202, 'first_funder_timestamp': '2021-09-12 08:05:00+00:00'}, 'optimism': {'score': 1, 'num_transactions': 156, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 4, 'num_transactions': 1574, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 4, 'num_transactions': 175, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",87,99,,0.0,,0,95,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0.00590202,2021-09-12 08:05:00+00:00,1,156,,0.0,,4,1574,,0.0,,4,175,,0.0,,1.0,0,,0.0,,2004,2099
901,0x4236CAD967f018f4d87FD9C9aa0Fb56E4F6fE9c2,"{'models': {'zksync': {'score': 100, 'num_transactions': 1020, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 95, 'num_transactions': 571, 'first_funder': '0x3e1a362ef1096e1fe14bfbd4f7a3e99403a4ceda', 'first_funder_amount': 0.011815586, 'first_funder_timestamp': '2020-10-03 08:10:45+00:00'}, 'optimism': {'score': 15, 'num_transactions': 888, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 8, 'num_transactions': 1378, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 81, 'num_transactions': 1856, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 47, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",100,1020,,0.0,,95,571,0x3e1a362ef1096e1fe14bfbd4f7a3e99403a4ceda,0.011815586,2020-10-03 08:10:45+00:00,15,888,,0.0,,8,1378,,0.0,,81,1856,,0.0,,47.0,0,,0.0,,5142,5713
902,0x42403162B1608d6235dacC49dEBc61E31A5fc798,"{'models': {'zksync': {'score': 98, 'num_transactions': 180, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 4, 'num_transactions': 13, 'first_funder': '0x4976a4a02f38326660d17bf34b431dc6e2eb2327', 'first_funder_amount': 0.12277527, 'first_funder_timestamp': '2023-09-07 18:20:11+00:00'}, 'optimism': {'score': 1, 'num_transactions': 321, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 356, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 157, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 4, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",98,180,,0.0,,4,13,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0.12277527,2023-09-07 18:20:11+00:00,1,321,,0.0,,2,356,,0.0,,0,157,,0.0,,4.0,0,,0.0,,1014,1027
903,0x429a1EEa500C3006B143f41b181Fc24a0eEab9e9,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 4, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,1,,0.0,,0,4,,0.0,,,0,,0.0,,5,5
904,0x42A22772deC0cAe3B30658fB880f9Cd07397c637,"{'models': {'zksync': {'score': 95, 'num_transactions': 451, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 98, 'num_transactions': 1872, 'first_funder': '0x9ee3bc2de8a33923350c459c0190fdeaa4f6900a', 'first_funder_amount': 0.04184049, 'first_funder_timestamp': '2018-11-14 09:02:46+00:00'}, 'optimism': {'score': 20, 'num_transactions': 600, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 5, 'num_transactions': 1895, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 6, 'num_transactions': 1797, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 16, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",95,451,,0.0,,98,1872,0x9ee3bc2de8a33923350c459c0190fdeaa4f6900a,0.04184049,2018-11-14 09:02:46+00:00,20,600,,0.0,,5,1895,,0.0,,6,1797,,0.0,,16.0,0,,0.0,,4743,6615
905,0x42adb2Ae252EC306d699798D613FF6540D91B9c2,"{'models': {'zksync': {'score': 94, 'num_transactions': 370, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 180, 'first_funder': '0xf89d7b9c864f589bbf53a82105107622b35eaa40', 'first_funder_amount': 0.00513864, 'first_funder_timestamp': '2023-10-03 11:20:47+00:00'}, 'optimism': {'score': 63, 'num_transactions': 506, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1975, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 870, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 63, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",94,370,,0.0,,0,180,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0.00513864,2023-10-03 11:20:47+00:00,63,506,,0.0,,0,1975,,0.0,,1,870,,0.0,,63.0,0,,0.0,,3721,3901
906,0x42d1E1778B2f7b600065F618Cdb502E3d2cc162B,"{'models': {'zksync': {'score': 94, 'num_transactions': 556, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 223, 'first_funder': '0x21a31ee1afc51d94c2efccaa2092ad1028285549', 'first_funder_amount': 0.0269043, 'first_funder_timestamp': '2022-11-13 01:26:59+00:00'}, 'optimism': {'score': 11, 'num_transactions': 1458, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 1390, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 6, 'num_transactions': 1485, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 11, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",94,556,,0.0,,0,223,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0.0269043,2022-11-13 01:26:59+00:00,11,1458,,0.0,,1,1390,,0.0,,6,1485,,0.0,,11.0,0,,0.0,,4889,5112
907,0x42f50744fAbf5E2873bBA98234E78b11480FdeE8,"{'models': {'zksync': {'score': 99, 'num_transactions': 944, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 1, 'num_transactions': 221, 'first_funder': '0x5e101487c831dad7494aac171d0ff8aac1bfba7c', 'first_funder_amount': 0.0040015178, 'first_funder_timestamp': '2021-01-22 20:47:15+00:00'}, 'optimism': {'score': 42, 'num_transactions': 1769, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 7, 'num_transactions': 1952, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 13, 'num_transactions': 1877, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 9, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,944,,0.0,,1,221,0x5e101487c831dad7494aac171d0ff8aac1bfba7c,0.0040015178,2021-01-22 20:47:15+00:00,42,1769,,0.0,,7,1952,,0.0,,13,1877,,0.0,,9.0,0,,0.0,,6542,6763
908,0x431AE3dAa822837C8fDAf0119D6d3A2BAc9cCD36,"{'models': {'zksync': {'score': 96, 'num_transactions': 698, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 95, 'num_transactions': 276, 'first_funder': '0x631330f96604e0e8e7a0be224de8486d998bcdba', 'first_funder_amount': 2.67843153, 'first_funder_timestamp': '2021-06-05 02:30:38+00:00'}, 'optimism': {'score': 41, 'num_transactions': 1527, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 1376, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 2, 'num_transactions': 885, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 27, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",96,698,,0.0,,95,276,0x631330f96604e0e8e7a0be224de8486d998bcdba,2.67843153,2021-06-05 02:30:38+00:00,41,1527,,0.0,,1,1376,,0.0,,2,885,,0.0,,27.0,0,,0.0,,4486,4762
909,0x4321Dd0a9fcC4ae18202BdF734dF40dd959156DF,"{'models': {'zksync': {'score': 99, 'num_transactions': 681, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 47, 'num_transactions': 226, 'first_funder': '0xc098b2a3aa256d2140208c3de6543aaef5cd3a94', 'first_funder_amount': 0.00221016, 'first_funder_timestamp': '2021-12-25 23:02:25+00:00'}, 'optimism': {'score': 1, 'num_transactions': 392, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 911, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 3, 'num_transactions': 416, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 2, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,681,,0.0,,47,226,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0.00221016,2021-12-25 23:02:25+00:00,1,392,,0.0,,1,911,,0.0,,3,416,,0.0,,2.0,0,,0.0,,2400,2626
910,0x4346F9742F8b826195B211A5A955A02F8ebA0B51,"{'models': {'zksync': {'score': 95, 'num_transactions': 132, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 23, 'first_funder': '0xbf94f0ac752c739f623c463b5210a7fb2cbb420b', 'first_funder_amount': 0.0481, 'first_funder_timestamp': '2023-09-28 07:57:47+00:00'}, 'optimism': {'score': 9, 'num_transactions': 18, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 395, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 7, 'num_transactions': 17, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 6, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",95,132,,0.0,,0,23,0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,0.0481,2023-09-28 07:57:47+00:00,9,18,,0.0,,1,395,,0.0,,7,17,,0.0,,6.0,0,,0.0,,562,585
911,0x4352CDe451EDa47bd2397C3591d13257589659E3,"{'models': {'zksync': {'score': 98, 'num_transactions': 200, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 78, 'num_transactions': 699, 'first_funder': '0x21d79c2be4ab3de2802a60da66f86d497d06102b', 'first_funder_amount': 0.1, 'first_funder_timestamp': '2021-01-28 14:00:23+00:00'}, 'optimism': {'score': 58, 'num_transactions': 336, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 81, 'num_transactions': 1837, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 6, 'num_transactions': 185, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 66, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",98,200,,0.0,,78,699,0x21d79c2be4ab3de2802a60da66f86d497d06102b,0.1,2021-01-28 14:00:23+00:00,58,336,,0.0,,81,1837,,0.0,,6,185,,0.0,,66.0,0,,0.0,,2558,3257
912,0x435370a38058212790897e16DdCBAf485827327A,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 4, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,1,,0.0,,0,4,,0.0,,,0,,0.0,,5,5
